low_rms,low_peak,low_crest,low_kurtosis,mid_rms,mid_peak,mid_crest,mid_kurtosis,high_rms,high_peak,high_crest,high_kurtosis,degradation_mid_to_baseline_ratio,degradation_late_to_baseline_ratio,degradation_early_rate,degradation_mid_rate,degradation_late_rate,degradation_early_stability,degradation_mid_stability,degradation_late_stability,failure_type,channel,sample_number
0.03368663839073966,0.12263948428130003,3.640597285451112,-0.12859636347332026,0.03141003563038221,0.14793852415582698,4.709912650106307,-0.021291637417352405,0.037286202700780945,0.16258628839224126,4.360494676730274,0.0759204377927225,0.9376781699770552,0.9406318966427434,-2.018557707960296e-05,-2.197533878647284e-05,9.278853980139752e-06,0.09194328671608785,0.09124140191125824,0.09124020096218906,inner_race,Ch5,0
0.03347215182178342,0.12605903897711007,3.766087093781399,0.008982522738141707,0.035522473311942075,0.16718178710047574,4.7063667451408,0.11230647534951688,0.0394104866476795,0.1871110380699518,4.747747464848139,0.18136035431777042,0.9297181710783579,0.9446892040383614,-4.851049975581957e-05,3.296300817970884e-06,-5.046394269900749e-05,0.09488707856510296,0.0958043390985671,0.09559788894450076,inner_race,Ch6,0
0.032903671797359764,0.12263603917064342,3.72712321973999,-0.11350797946334623,0.032422043725295085,0.12357909661691795,3.8115763973417813,0.037218700541732375,0.037182702329276965,0.16641306773564823,4.475550654224981,0.1445526629205669,0.9650149063797253,0.9617514098202514,-2.8487709588148843e-05,2.319619094127747e-06,2.1162298551195893e-06,0.09370370405473849,0.0933611582872228,0.0914327063941948,inner_race,Ch5,20
0.032815909606359064,0.1183376463127322,3.6061059325261167,-0.01896288586553707,0.03610903351558798,0.14762452843299778,4.088299078103806,0.06103318609135844,0.039974713743253704,0.16385749546137118,4.0990286137827425,0.05529548604032408,0.9498292499609066,0.9308374066171314,4.053394107113793e-05,3.052130387010241e-06,-2.474361061370669e-05,0.09429044300172575,0.09636805325016014,0.09326487168126978,inner_race,Ch6,20
0.03335763536374467,0.13771788995023254,4.128526751027252,-0.004555677061989893,0.031679357272767904,0.14585036687041958,4.603955996158891,0.11326175831223839,0.03674564479772852,0.15143348213350233,4.121127359911327,0.1041051877148167,0.9651641912439862,0.9567851817370332,9.116067068207749e-06,-3.552679770479775e-05,-1.269737913071798e-05,0.09127375179144763,0.0907190718688636,0.09243087990335529,inner_race,Ch5,40
0.03334764983130662,0.12439069085833931,3.730118658663673,0.05738313053432931,0.036544563124634444,0.1646283207759942,4.504864929279162,0.18403926858387543,0.03897363643078847,0.17556544860178652,4.504723312477277,0.031574723184652154,0.9667661853903795,0.9548341368769137,2.7561291104563953e-19,1.819069710658036e-05,-3.613869444896588e-05,0.09456530939021654,0.09102265619550479,0.09998280004666574,inner_race,Ch6,40
0.032764855164650435,0.116519539421914,3.556235449123101,-0.1261950901214437,0.03184432399122306,0.15552743864225144,4.883992471786116,-0.003605274462655572,0.03699024084277847,0.1674044977907968,4.525639573484389,0.14303680487647696,0.9599524670417844,0.9413912531231591,5.1929024906397525e-05,-6.226345989500616e-06,1.3022952954584655e-06,0.09116888017527226,0.09155523013264907,0.09289965943325504,inner_race,Ch5,60
0.032945602664383386,0.1410347318702716,4.280836301796977,0.17858042313397116,0.03620720854434999,0.2274895076659717,6.282989404922535,0.16075859620195576,0.04003687118870923,0.2535333234348489,6.332495919569951,0.4389142146909877,0.9631876940042476,0.944836423786963,4.883607357968414e-05,-1.965571969234548e-05,-6.023115741493908e-06,0.09292461985476479,0.0927324939038867,0.09741962278145935,inner_race,Ch6,60
0.033395086399340024,0.1219420514722317,3.6514968104601637,-0.12759614320770396,0.03251014282520483,0.13957913798541954,4.293402792349625,-0.012570586882016066,0.03736076561982656,0.18150700347580528,4.8582249443914876,0.12243029306312225,0.9576091607669504,0.9710305350357314,-2.8650496500081393e-05,1.4650225857648704e-05,-1.9534429431875727e-06,0.09145939789806348,0.09073407301073252,0.09560814364871735,inner_race,Ch5,81
0.035381049401109727,0.1305911490988159,3.6909914010272376,0.013616941005044847,0.036064137413615395,0.17525739527572198,4.859603136093768,0.15406902047534343,0.039830394074553625,0.17080714945453038,4.288362026617599,0.19042913100772862,0.9638581686738346,0.9463124213848562,-7.488197948884679e-06,-2.2585764863874955e-05,-3.304574312225289e-05,0.09446985162576463,0.09490808732198398,0.09932436061063583,inner_race,Ch6,81
